x: 0.269719 y: -0.359419 z: 0.953341 hx: 0.263244 hy: -0.343224 hz: 0.954897 valid: 1
x: 0.281394 y: -0.399996 z: 0.964776 hx: 0.263244 hy: -0.343223 hz: 0.954891 valid: 1
x: 0.281394 y: -0.399996 z: 0.964776 hx: 0.263244 hy: -0.343222 hz: 0.954876 valid: 1
x: 0.282011 y: -0.401556 z: 0.965788 hx: 0.263241 hy: -0.343222 hz: 0.954853 valid: 1
x: 0.282011 y: -0.401556 z: 0.965788 hx: 0.263237 hy: -0.343234 hz: 0.954816 valid: 1
x: 0.282151 y: -0.402767 z: 0.966068 hx: 0.263239 hy: -0.343263 hz: 0.954773 valid: 1
x: 0.282151 y: -0.402767 z: 0.966068 hx: 0.26325 hy: -0.34331 hz: 0.954719 valid: 1
x: 0.282151 y: -0.402767 z: 0.966068 hx: 0.263273 hy: -0.343381 hz: 0.954651 valid: 1
x: 0.282301 y: -0.403901 z: 0.966302 hx: 0.263314 hy: -0.343479 hz: 0.954569 valid: 1
x: 0.282301 y: -0.403901 z: 0.966302 hx: 0.263377 hy: -0.343607 hz: 0.954474 valid: 1
x: 0.282301 y: -0.403901 z: 0.966302 hx: 0.263464 hy: -0.343767 hz: 0.954368 valid: 1
x: 0.282478 y: -0.404969 z: 0.966489 hx: 0.263579 hy: -0.343958 hz: 0.954253 valid: 1
x: 0.282478 y: -0.404969 z: 0.966489 hx: 0.263721 hy: -0.344177 hz: 0.954133 valid: 1
x: 0.282682 y: -0.405904 z: 0.966729 hx: 0.263888 hy: -0.344418 hz: 0.95401 valid: 1
x: 0.282682 y: -0.405904 z: 0.966729 hx: 0.264078 hy: -0.344677 hz: 0.953885 valid: 1
x: 0.282682 y: -0.405904 z: 0.966729 hx: 0.264291 hy: -0.344948 hz: 0.95376 valid: 1
x: 0.282907 y: -0.406822 z: 0.966838 hx: 0.264522 hy: -0.345227 hz: 0.953635 valid: 1
x: 0.282907 y: -0.406822 z: 0.966838 hx: 0.264772 hy: -0.345509 hz: 0.953511 valid: 1
x: 0.282907 y: -0.406822 z: 0.966838 hx: 0.265036 hy: -0.34579 hz: 0.953388 valid: 1
x: 0.283148 y: -0.407766 z: 0.967154 hx: 0.265313 hy: -0.346067 hz: 0.953268 valid: 1
x: 0.283148 y: -0.407766 z: 0.967154 hx: 0.265601 hy: -0.346337 hz: 0.953149 valid: 1
x: 0.283148 y: -0.407766 z: 0.967154 hx: 0.265898 hy: -0.346598 hz: 0.953034 valid: 1
x: 0.283425 y: -0.408533 z: 0.967244 hx: 0.266203 hy: -0.346849 hz: 0.95292 valid: 1
x: 0.283425 y: -0.408533 z: 0.967244 hx: 0.266515 hy: -0.347088 hz: 0.95281 valid: 1
x: 0.283425 y: -0.408533 z: 0.967244 hx: 0.266832 hy: -0.347317 hz: 0.952703 valid: 1
x: 0.283425 y: -0.408533 z: 0.967244 hx: 0.267154 hy: -0.347535 hz: 0.952598 valid: 1
x: 0.28362 y: -0.4093 z: 0.967283 hx: 0.26748 hy: -0.347743 hz: 0.952497 valid: 1
x: 0.28362 y: -0.4093 z: 0.967283 hx: 0.26781 hy: -0.347943 hz: 0.952399 valid: 1
x: 0.28362 y: -0.4093 z: 0.967283 hx: 0.268144 hy: -0.348138 hz: 0.952304 valid: 1
x: 0.283916 y: -0.409963 z: 0.967398 hx: 0.268483 hy: -0.34833 hz: 0.952211 valid: 1
x: 0.283916 y: -0.409963 z: 0.967398 hx: 0.268826 hy: -0.348521 hz: 0.95212 valid: 1
x: 0.283916 y: -0.409963 z: 0.967398 hx: 0.269174 hy: -0.348714 hz: 0.952029 valid: 1
x: 0.283916 y: -0.409963 z: 0.967398 hx: 0.269525 hy: -0.34891 hz: 0.951938 valid: 1
x: 0.283916 y: -0.409963 z: 0.967398 hx: 0.269881 hy: -0.349109 hz: 0.951845 valid: 1
x: 0.284029 y: -0.41039 z: 0.967435 hx: 0.270239 hy: -0.349312 hz: 0.951752 valid: 1
x: 0.284029 y: -0.41039 z: 0.967435 hx: 0.270598 hy: -0.349519 hz: 0.951656 valid: 1
x: 0.284029 y: -0.41039 z: 0.967435 hx: 0.270959 hy: -0.349729 hz: 0.95156 valid: 1
x: 0.284029 y: -0.41039 z: 0.967435 hx: 0.271321 hy: -0.349941 hz: 0.951461 valid: 1
x: 0.284326 y: -0.410943 z: 0.967581 hx: 0.271683 hy: -0.350158 hz: 0.951359 valid: 1
x: 0.284326 y: -0.410943 z: 0.967581 hx: 0.272043 hy: -0.350376 hz: 0.951256 valid: 1
x: 0.284326 y: -0.410943 z: 0.967581 hx: 0.272401 hy: -0.350596 hz: 0.95115 valid: 1
x: 0.284326 y: -0.410943 z: 0.967581 hx: 0.272757 hy: -0.350818 hz: 0.951044 valid: 1
x: 0.284684 y: -0.41143 z: 0.967783 hx: 0.273111 hy: -0.351043 hz: 0.950937 valid: 1
x: 0.284684 y: -0.41143 z: 0.967783 hx: 0.273461 hy: -0.351269 hz: 0.95083 valid: 1
x: 0.284684 y: -0.41143 z: 0.967783 hx: 0.273808 hy: -0.351497 hz: 0.950723 valid: 1
x: 0.284988 y: -0.411934 z: 0.967929 hx: 0.274151 hy: -0.351727 hz: 0.950616 valid: 1
x: 0.284988 y: -0.411934 z: 0.967929 hx: 0.274491 hy: -0.351961 hz: 0.950507 valid: 1
x: 0.284988 y: -0.411934 z: 0.967929 hx: 0.274828 hy: -0.3522 hz: 0.950394 valid: 1
x: 0.284988 y: -0.411934 z: 0.967929 hx: 0.275163 hy: -0.352444 hz: 0.950276 valid: 1
x: 0.284988 y: -0.411934 z: 0.967929 hx: 0.275495 hy: -0.352696 hz: 0.950154 valid: 1
x: 0.28545 y: -0.412414 z: 0.968287 hx: 0.275828 hy: -0.352956 hz: 0.950028 valid: 1
x: 0.28545 y: -0.412414 z: 0.968287 hx: 0.27616 hy: -0.353223 hz: 0.949898 valid: 1
