  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936022
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11     0.936021
  -0.0276235 -5.18119e-11      0.93602
  -0.0276235 -5.18119e-11      0.93602
  -0.0276235 -5.18119e-11      0.93602
  -0.0276235 -5.18119e-11      0.93602
  -0.0276235 -5.18119e-11     0.936019
  -0.0276235 -5.18119e-11     0.936019
  -0.0276235 -5.18119e-11     0.936019
  -0.0276235 -5.18119e-11     0.936019
  -0.0276235 -5.18119e-11     0.936018
  -0.0276235 -5.18119e-11     0.936018
  -0.0276235 -5.18119e-11     0.936018
  -0.0276235 -5.18119e-11     0.936017
  -0.0276235 -5.18119e-11     0.936017
  -0.0276235 -5.18119e-11     0.936017
  -0.0276235 -5.18119e-11     0.936016
  -0.0276235 -5.18119e-11     0.936016
  -0.0276235 -5.18119e-11     0.936016
  -0.0276235 -5.18119e-11     0.936015
  -0.0276235 -5.18119e-11     0.936015
  -0.0276235 -5.18119e-11     0.936014
  -0.0276235 -5.18119e-11     0.936014
  -0.0276235 -5.18119e-11     0.936013
  -0.0276235 -5.18119e-11     0.936013
  -0.0276235 -5.18119e-11     0.936012
  -0.0276235 -5.18119e-11     0.936011
  -0.0276235 -5.18119e-11     0.936011
  -0.0276235 -5.18119e-11      0.93601
  -0.0276235 -5.18119e-11     0.936009
  -0.0276235 -5.18119e-11     0.936009
